call_index,step,t,call_kind,selected_for_test,valid_count,mean_pis_lpips,mean_pis_dino,mean_pis_psnr,min_pis_lpips,max_pis_lpips,valid_any
0,0,0.0,predictor,True,0,,,,,,False
1,0,0.010101010091602802,corrector,True,8,0.04998546838760376,0.03256767988204956,34.92100524902344,0.0018484867177903652,0.21497765183448792,True
2,1,0.010101010091602802,predictor,True,8,0.01241893507540226,0.02480947971343994,46.77806091308594,2.027809932769742e-05,0.05761413276195526,True
3,1,0.020408162847161293,corrector,True,8,0.023128550499677658,0.03890293091535568,39.929046630859375,0.0011866381391882896,0.08986722677946091,True
4,2,0.020408162847161293,predictor,True,8,0.00417582131922245,0.005835779011249542,52.99128723144531,2.484106516931206e-05,0.020170513540506363,True
5,2,0.030927835032343864,corrector,True,8,0.011713271960616112,0.013767711818218231,44.06452941894531,0.00025607491261325777,0.037629205733537674,True
6,3,0.030927835032343864,predictor,True,8,0.0009584579383954406,0.0006244555115699768,59.17518997192383,7.536395969509613e-06,0.004239200614392757,True
7,3,0.0416666641831398,corrector,True,8,0.004122910089790821,0.005567088723182678,48.61174011230469,0.00016279354167636484,0.015111716464161873,True
8,4,0.0416666641831398,predictor,True,8,0.00021208738326095045,0.0002714395523071289,64.33322143554688,2.4668267997185467e-06,0.000787434633821249,True
9,4,0.052631575614213943,corrector,True,8,0.0009365465375594795,0.001084931194782257,53.428733825683594,9.285913256462663e-05,0.003441949374973774,True
10,5,0.052631575614213943,predictor,True,8,2.0722971385112032e-05,2.7894973754882812e-05,70.353515625,9.520815638097702e-07,5.80969535803888e-05,True
11,5,0.06382978707551956,corrector,True,8,0.001122563029639423,0.0014908984303474426,56.021514892578125,8.405100379604846e-05,0.007429969497025013,True
12,6,0.06382978707551956,predictor,True,8,7.067948172334582e-05,8.326023817062378e-05,72.7320556640625,1.0828099448190187e-06,0.0005254428833723068,True
13,6,0.07526881992816925,corrector,True,8,0.0012792795896530151,0.0019921287894248962,57.83995056152344,4.508271376835182e-05,0.0092487633228302,True
14,7,0.07526881992816925,predictor,True,8,0.00011541911226231605,0.00014235079288482666,74.50861358642578,1.4506682646242552e-06,0.0009005342144519091,True
15,7,0.08695651590824127,corrector,True,8,0.000563319306820631,0.0006298273801803589,59.297332763671875,6.59426732454449e-05,0.003540583187714219,True
16,8,0.08695651590824127,predictor,True,8,4.327303759055212e-05,5.408376455307007e-05,75.91065216064453,9.896222081806627e-07,0.00031792346271686256,True
17,8,0.09890110045671463,corrector,True,8,0.0002333191514480859,0.0001594647765159607,60.831016540527344,3.44563668477349e-05,0.000713928893674165,True
18,9,0.09890110045671463,predictor,True,8,8.56474525789963e-06,7.659196853637695e-06,78.51239013671875,3.477159395970375e-07,3.1574094464303926e-05,True
19,9,0.1111111044883728,corrector,True,8,0.00014228688087314367,0.00012584775686264038,62.793556213378906,1.660603993514087e-05,0.00048134892131201923,True
20,10,0.1111111044883728,predictor,True,8,2.1264177121338435e-06,1.5124678611755371e-06,81.94969940185547,1.737826806902376e-07,5.360889190342277e-06,True
21,10,0.12359550595283508,corrector,True,8,8.431539026787505e-05,9.610503911972046e-05,65.3002700805664,9.054635484062601e-06,0.00044771924149245024,True
22,11,0.12359550595283508,predictor,True,8,8.645395155326696e-07,6.854534149169922e-07,85.76079559326172,5.55555317305334e-08,3.6459684906731127e-06,True
23,11,0.13636364042758942,corrector,True,8,6.693247269140556e-05,8.457154035568237e-05,67.05424499511719,6.4885057327046525e-06,0.0003925802302546799,True
24,12,0.13636364042758942,predictor,True,8,6.681344757453189e-07,5.960464477539062e-07,87.93098449707031,2.6543204967310885e-08,3.3519477256049868e-06,True
25,12,0.14942528307437897,corrector,True,8,6.508053047582507e-05,8.602440357208252e-05,68.14521789550781,4.048923074151389e-06,0.0003909456427209079,True
26,13,0.14942528307437897,predictor,True,8,7.114664413165883e-07,7.897615432739258e-07,89.0464096069336,2.357809769648611e-08,3.824588020506781e-06,True
27,13,0.1627907007932663,corrector,True,8,6.846308679087088e-05,9.392201900482178e-05,68.95909881591797,2.676296844583703e-06,0.00042814266635105014,True
28,14,0.1627907007932663,predictor,True,8,8.538961537851719e-07,1.0207295417785645e-06,89.73542785644531,1.137319216582e-08,5.02803686686093e-06,True
29,14,0.1764705777168274,corrector,True,8,6.33288364042528e-05,8.939206600189209e-05,69.74604797363281,2.9729380912613124e-06,0.0004042326472699642,True
30,15,0.1764705777168274,predictor,True,8,8.634532377982396e-07,1.1026859283447266e-06,90.16002655029297,2.5541330828104947e-08,5.304164460540051e-06,True
31,15,0.1904761791229248,corrector,True,8,4.68526704935357e-05,6.411224603652954e-05,70.17796325683594,4.592006007442251e-06,0.0002801375521812588,True
32,16,0.1904761791229248,predictor,True,8,7.100386483216425e-07,9.015202522277832e-07,90.03623962402344,2.380147812175437e-08,4.068293492309749e-06,True
33,16,0.20481927692890167,corrector,True,8,3.783760985243134e-05,4.4248998165130615e-05,70.34030151367188,4.219426955387462e-06,0.00018348013691138476,True
34,17,0.20481927692890167,predictor,True,8,6.721780891894014e-07,6.705522537231445e-07,89.92063903808594,2.0709169490373824e-08,2.77836988971103e-06,True
35,17,0.2195121943950653,corrector,True,8,3.155497324769385e-05,3.014504909515381e-05,70.70420837402344,2.8729311907227384e-06,0.00011337222531437874,True
36,18,0.2195121943950653,predictor,True,8,5.388159252106561e-07,3.8743019104003906e-07,90.49520111083984,1.8154228342837087e-08,1.6161163785000099e-06,True
37,18,0.23456789553165436,corrector,True,8,2.2145166440168396e-05,1.9706785678863525e-05,71.27033233642578,3.0143512503855163e-06,6.427147309295833e-05,True
38,19,0.23456789553165436,predictor,True,8,2.901335847127484e-07,2.682209014892578e-07,91.84909057617188,1.7437638888395668e-08,9.025615099744755e-07,True
39,19,0.2499999850988388,corrector,True,8,1.4859968359814957e-05,1.3068318367004395e-05,72.25553131103516,3.508034296828555e-06,3.933370317099616e-05,True
40,20,0.2499999850988388,predictor,True,8,1.8352253050579748e-07,1.564621925354004e-07,93.17703247070312,1.928833270881114e-08,6.221605417522369e-07,True
41,20,0.26582276821136475,corrector,True,8,1.1925609214813448e-05,9.484589099884033e-06,72.93327331542969,3.838953944068635e-06,2.6929614250548184e-05,True
42,21,0.26582276821136475,predictor,True,8,1.5634427086297364e-07,1.2665987014770508e-07,93.81620025634766,2.408214250237961e-08,5.246239425105159e-07,True
43,21,0.28205129504203796,corrector,True,8,1.1214588084840216e-05,8.32974910736084e-06,73.28077697753906,4.799921953235753e-06,2.369888170505874e-05,True
44,22,0.28205129504203796,predictor,True,8,1.5667279740227968e-07,1.1920928955078125e-07,94.174072265625,3.2476641820267105e-08,5.373798330765567e-07,True
45,22,0.29870128631591797,corrector,True,8,4.1379382309969515e-05,2.0310282707214355e-05,67.66899108886719,1.9809589502983727e-05,7.615232607349753e-05,True
46,23,0.29870128631591797,predictor,True,8,3.1888203011476435e-07,2.8312206268310547e-07,91.585205078125,2.312656555147896e-08,1.5636246644135099e-06,True
47,23,0.31578946113586426,corrector,True,8,1.0431676855660044e-05,5.193054676055908e-06,73.11741638183594,2.008424644373008e-06,2.104838495142758e-05,True
48,24,0.31578946113586426,predictor,True,8,1.331306691554346e-07,1.2665987014770508e-07,94.30703735351562,2.422131828438978e-08,4.854809958487749e-07,True
49,24,0.3333333432674408,corrector,True,8,7.613108209625352e-06,3.7103891372680664e-06,74.74723052978516,3.7337626963562798e-06,1.6241541743511334e-05,True
50,25,0.3333333432674408,predictor,True,8,8.159449293998478e-08,2.2351741790771484e-08,96.04621124267578,3.1112453058312894e-08,2.107224759129167e-07,True
51,25,0.35135138034820557,corrector,True,8,6.996830961725209e-06,3.255903720855713e-06,75.25680541992188,2.6704576612246456e-06,1.4021499737282284e-05,True
52,26,0.35135138034820557,predictor,True,8,6.038773392447183e-08,1.4901161193847656e-08,97.12005615234375,1.801137372581252e-08,1.4368210088377964e-07,True
53,26,0.36986303329467773,corrector,True,8,6.006804142089095e-06,2.637505531311035e-06,75.81631469726562,2.189606675528921e-06,9.425320968148299e-06,True
54,27,0.36986303329467773,predictor,True,8,4.811532861026535e-08,1.4901161193847656e-08,97.94129943847656,1.1639841090982372e-08,8.29287998271866e-08,True
55,27,0.3888888657093048,corrector,True,8,5.275796866044402e-06,2.205371856689453e-06,76.31180572509766,1.939269850481651e-06,7.463946985808434e-06,True
56,28,0.3888888657093048,predictor,True,8,4.208037296393741e-08,0.0,98.49798583984375,8.73752270535988e-09,7.659046019625748e-08,True
57,28,0.40845075249671936,corrector,True,8,4.8717029130784795e-06,1.9371509552001953e-06,76.75811767578125,1.8158264083467657e-06,7.803104381309822e-06,True
58,29,0.40845075249671936,predictor,True,8,4.634740946585225e-08,1.4901161193847656e-08,98.87660217285156,7.557097170263205e-09,1.5464549107946368e-07,True
59,29,0.4285714626312256,corrector,True,8,4.805574462807272e-06,1.8477439880371094e-06,77.06935119628906,8.77254308306874e-07,9.553536074236035e-06,True
60,30,0.4285714626312256,predictor,True,8,4.737437109270104e-08,2.9802322387695312e-08,99.39910125732422,3.6674061565378224e-09,1.81040277880129e-07,True
61,30,0.4492753744125366,corrector,True,8,4.611006261256989e-06,1.8030405044555664e-06,77.21571350097656,1.0491698958503548e-06,8.417784556513652e-06,True
62,31,0.4492753744125366,predictor,True,8,3.731601339040935e-08,2.2351741790771484e-08,99.66668701171875,3.8080689712671756e-09,1.0471387668076204e-07,True
63,31,0.4705882966518402,corrector,True,8,4.577049367071595e-06,1.601874828338623e-06,77.20895385742188,1.2922677115057013e-06,7.5995808401785325e-06,True
64,32,0.4705882966518402,predictor,True,8,3.691027927743562e-08,-3.725290298461914e-08,99.44834899902344,6.270083119375158e-09,9.562426583897832e-08,True
65,32,0.49253737926483154,corrector,True,8,4.674546289606951e-06,1.5720725059509277e-06,77.11223602294922,1.485216216678964e-06,7.260093298100401e-06,True
66,33,0.49253737926483154,predictor,True,8,3.650930935350516e-08,7.450580596923828e-09,99.14681243896484,9.154201840999576e-09,7.421235181936936e-08,True
67,33,0.5151515603065491,corrector,True,8,4.9788050091592595e-06,1.5869736671447754e-06,76.92880249023438,1.7259606011066353e-06,7.2145776357501745e-06,True
68,34,0.5151515603065491,predictor,True,8,4.057403302226703e-08,-7.450580596923828e-09,98.67657470703125,1.2394203885435218e-08,8.253849870243357e-08,True
69,34,0.5384615659713745,corrector,True,8,5.485164365381934e-06,1.7285346984863281e-06,76.67622375488281,2.1208211364864837e-06,8.689235073688906e-06,True
70,35,0.5384615659713745,predictor,True,8,4.973927048013138e-08,-2.2351741790771484e-08,98.07209777832031,1.7326406975826103e-08,1.2684662920037226e-07,True
71,35,0.5625000596046448,corrector,True,8,6.179209776746575e-06,1.9297003746032715e-06,76.37735748291016,2.6910167889582226e-06,1.0982750609400682e-05,True
72,36,0.5625000596046448,predictor,True,8,6.199538660212056e-08,2.2351741790771484e-08,97.42572784423828,2.536589072121842e-08,1.8191221329288965e-07,True
73,36,0.5873016119003296,corrector,True,8,7.0542005232709926e-06,2.1979212760925293e-06,76.07964324951172,3.264102360844845e-06,1.3721342838834971e-05,True
74,37,0.5873016119003296,predictor,True,8,7.23614874686973e-08,3.725290298461914e-08,96.90663146972656,3.2693769469460676e-08,2.0532934286165982e-07,True
75,37,0.6129032373428345,corrector,True,8,7.990937774593476e-06,2.51084566116333e-06,75.82720947265625,3.5701925753528485e-06,1.5708730643382296e-05,True
76,38,0.6129032373428345,predictor,True,8,7.91936685118344e-08,7.450580596923828e-09,96.56103515625,3.2541919381401385e-08,1.8281225777627697e-07,True
77,38,0.6393442749977112,corrector,True,8,9.21423634281382e-06,2.868473529815674e-06,75.52557373046875,3.7837210129509913e-06,1.7954498616745695e-05,True
78,39,0.6393442749977112,predictor,True,8,9.804217881992372e-08,2.2351741790771484e-08,95.9620590209961,3.287932059947707e-08,2.1600290267542732e-07,True
79,39,0.6666666269302368,corrector,True,8,1.1109998013125733e-05,3.5017728805541992e-06,75.06488037109375,4.412564067024505e-06,2.2531887225341052e-05,True
80,40,0.6666666269302368,predictor,True,8,1.353086815925053e-07,0.0,94.98396301269531,4.213467619251787e-08,3.250439135626948e-07,True
81,40,0.6949153542518616,corrector,True,8,1.3703502190764993e-05,4.522502422332764e-06,74.46723937988281,5.765746664110338e-06,2.8511634809547104e-05,True
82,41,0.6949153542518616,predictor,True,8,1.989980091821053e-07,6.705522537231445e-08,93.71866607666016,6.484832226760773e-08,5.142741770214343e-07,True
83,41,0.7241379618644714,corrector,True,8,1.7350375856040046e-05,5.8710575103759766e-06,73.74813842773438,8.147505468514282e-06,3.5831297282129526e-05,True
84,42,0.7241379618644714,predictor,True,8,3.1185692250801367e-07,8.195638656616211e-08,92.22364807128906,1.1153281320730457e-07,8.506407880304323e-07,True
85,42,0.7543860077857971,corrector,True,8,2.2578817151952535e-05,7.5623393058776855e-06,72.90306091308594,1.009868265100522e-05,4.4939806684851646e-05,True
86,43,0.7543860077857971,predictor,True,8,4.969394353793177e-07,1.564621925354004e-07,90.5758056640625,1.647836995744001e-07,1.3907603033658233e-06,True
87,43,0.7857142686843872,corrector,True,8,2.9965427529532462e-05,1.019984483718872e-05,71.94683837890625,1.3307288099895231e-05,5.5097698350436985e-05,True
88,44,0.7857142686843872,predictor,True,8,7.819346592441434e-07,2.086162567138672e-07,88.78203582763672,2.726011700815434e-07,1.988936219277093e-06,True
89,44,0.8181819319725037,corrector,True,8,4.053943121107295e-05,1.4804303646087646e-05,70.89264678955078,1.8318058209843002e-05,6.577731255674735e-05,True
90,45,0.8181819319725037,predictor,True,8,1.302373220823938e-06,4.6193599700927734e-07,86.6993179321289,4.915835347674147e-07,2.5952808755391743e-06,True
91,45,0.8518519401550293,corrector,True,8,5.547884211409837e-05,2.218782901763916e-05,69.68415832519531,2.6149289624299854e-05,8.245550998253748e-05,True
92,46,0.8518519401550293,predictor,True,8,2.333566953893751e-06,8.866190910339355e-07,84.2928466796875,9.628572570363758e-07,3.909081897290889e-06,True
93,46,0.8867924809455872,corrector,True,8,8.170186629286036e-05,3.437697887420654e-05,68.03138732910156,3.938495137845166e-05,0.00011492868361528963,True
94,47,0.8867924809455872,predictor,True,8,4.550940047920449e-06,1.9744038581848145e-06,81.30873107910156,2.1563223526754882e-06,7.712869773968123e-06,True
95,47,0.9230769872665405,corrector,True,8,0.0001678467378951609,6.923079490661621e-05,64.63618469238281,6.613617006223649e-05,0.0004639689577743411,True
96,48,0.9230769872665405,predictor,True,8,1.726749360386748e-05,7.055699825286865e-06,75.38047790527344,6.295342700468609e-06,4.6328510507009923e-05,True
97,48,0.960784375667572,corrector,True,8,0.0002876102807931602,0.0001395195722579956,59.41746139526367,0.00011346289829816669,0.0008758220355957747,True
98,49,0.960784375667572,predictor,True,8,0.00032438605558127165,0.00010001659393310547,59.49543762207031,0.00012548459926620126,0.0010302907321602106,True
